"Title","Publication.Date","Writer","Full.Text","Type"
"Clarification du ministère de l'habitat sur le traitement des demandes AADL",2018-09-16,"Rédaction Lkeria","Les services du Ministère de l habitat ont indiqué dans un communiqué de presse diffusé le dimanche 16 septembre 2018  que conformément à l Arrêté du 22 juillet 2013 modifiant et complétant l arrêté du 23 juillet 2001 fixant les conditions et modalités de traitement des demandes d acquisition de logements dans le cadre de la location vente  le classement des demandes s effectue toujours par ordre chronologique initial de dépôt    Il est indiqué dans le communiqué que suite à la demande des souscripteurs de certaines wilayas  la direction générale de l AADL a examiné les préoccupations d un certain nombre de souscripteurs au niveau de quelques wilayas en prenant en considération en priorité les conditions sociales de ces souscripteurs  à l exemple de la distance du lieu de résidence du souscripteur par rapport à l emplacement du logement    Le communiqué cite les cas exceptionnels des wilayas de Djelfa  Chlef  Laghouat et Tebessa  Et c est à la wilaya de Tebessa  où le Ministre de l habitat suite à la demande des souscripteurs a donné des instructions à l AADL pour examiner ces cas en raison de la distance qui sépare les sites des logements location vente et par conséquent  l AADL examinera les possibilités pour l orientation des souscripteurs en fonction de la distance de leur lieu de résidence  tout en respectant l ordre chronologique de dépôt de la demande de chaque cas  son lieu de résidence et la disponibilité des logements au niveau des sites concernés    Les services du Ministère de l habitat ont réitéré que le numéro d inscription demeure valable tout en indiquant que les wilayas susmentionnées ont été traitées à titre exceptionnel suite à la demande des souscripteurs et au souhait du ministère à répondre aux préoccupations des souscripteurs en fonction des possibilités offertes ","aadl"
"Oran : Le wali demande un nouveau quota LPA",2018-09-12,"Rédaction Lkeria","Un grand soulagement pour les habitants d Oran  le Wali de passage sur les ondes de la radio régionale d Oran a annoncé qu une rallonge aux 2000 logements LPA déjà notifié à la wilaya sera inscrit au profit d El Bahia  responsable de la wilaya précisé que les communes d Oran ont enregistré 33  demandes  pour un programme de 2000 logements LPA seulement  Vu l engouement des oranais pour cette formule publique de logement  Monsieur Chérifi a pris l initiative de demander une rallonge à la tutelle afin de satisfaire le maximum de demandes ","lpa"
"La Nouvelle-Zélande interdit son marché immobilier aux étrangers",2018-08-18,"Rédaction Lkeria","Jacinda Ardern  Premier ministre actuelle avait promis lors de sa compagne électorale de rendre l immobilier plus abordable pour les habitants de son ile    Cette décision fait suite aux dernières statistiques publiques qui indiquaient que le prix de l immobilier résidentiel  maison  villa    avait augmenté de 30  en cinq ans   Ce sont les investisseurs chinois les principaux responsables de la flambée des prix à Auckland  zone très convoitée  mais pas que   La Nouvelle Zélande a vu d autres célébrités investir dans l immobilier résidentiel à l instar de James Cameron ou le fondateur de Paypal     Le gouvernement de la Nouvelle Zélande veut que le prix des maisons soit fixé en Nouvelle Zélande et non pas par les marchés internationaux    Rappelons que la Tunisie qui connait une vraie crise immobilière a ouvert son marché immobilier aux investisseurs algériens et libyens en ce début d année 2018 contrairement à la Nouvelle Zélande    L Algérie quant à elle  interdit tout achat immobilier par les étrangers depuis son indépendance en 1962 ","etranger"
"Le ministère résilie des contrats pour plus de 25.000 logements",2018-08-13,"Walid Nsaibia","Dans un communiqué publié sur sa page Facebook  le ministère de l habitat de l urbanisme et de la ville a résilié près de 500 contrats de plus de 25  logement publics  Ces résiliations viennent comme dernière solution aux sociétés de réalisations qui n ont pas honorer leur engagement vis a vis de l Etat  C est le logement social qui vient en tête avec 465 contrats résiliés  dont deux avec des sociétés étrangères  suivi par la location vente avec 9 contrats pour plus de 8000 unités et enfin le logement LPP avec 2 contrats dans deux wilayas ","logement"
"Le blanchiment d'argent vu par Lotfi Ramdani",2018-08-06,"Nabil Walid","  Dans une déclaration à la presse  le chargé de la communication de la FNAI  M  Menaceri  a affirmé que 70  des transactions immobilières se passent dans l informel  ce qui met à mal un marché gangrené par le blanchiment d argent  Qu en pensez vous   Pour notre part  sans étude approfondie basée sur des données fiables  on ne peut pas avancer un chiffre sur les transactions immobilières conclues dans l informel  Pour l expert que je suis  je ne peux pas me baser sur des déclarations non confortées par des données précises  Souvent on parle d informel pour désigner les transactions faites via un  smasri   intermédiaire   c est à dire celles qui ne passent pas par les notaires  Par ailleurs  comment peut on faire le distinguo entre les transactions qui se font entre particuliers et celles passant par des agences  qui sont totalement légales et les autres   A ce jour  il n y a aucun moyen fiable pour le faire  Toutefois  il est évident que le caractère informel d une part importante de notre économie  et pas seulement le secteur de l immobilier  ne peut que favoriser le développement du blanchiment d argent  voire le financement du terrorisme  qui sont des crimes condamnés par la loi  S agissant du blanchiment de capitaux  j aimerais revenir sur quelques définitions  En effet  le blanchiment d argent est tout acte destiné à masquer ou à modifier l origine des fonds obtenus à partir d activités illégales  crimes   de manière à donner l impression que leur origine est légale  L infraction de blanchiment d argent est une conséquence d un crime  originel   Cette définition est importante pour savoir ce qui fait partie du blanchiment  Le marché noir en Algérie est il illégal et constitue t il un crime   Si la réponse est négative  l argent qui découle de cette activité ne peut pas être considéré comme blanchiment d argent  Par contre  si c est le fruit d un trafic d armes ou la traite d êtres humains  oui l argent en découlant est un argent sale et l investir pour masquer son origine est considéré comme un blanchiment  Il faut savoir aussi que l opération de blanchir de l argent sale passe par trois étapes   le placement  dit aussi prélavage  consiste à introduire dans le système financier de l argent liquide issu d activités illégales  trafic de drogue et d armes  évasion fiscale  corruption  etc    viennent par la suite les phases de camouflage  où le blanchisseur va tenter de cacher la relation entre l argent placé dans le circuit financier et l origine illicite de cet argent via des opérations financières et ou bancaires successives  et enfin la phase de recyclage à travers laquelle on procède à l intégration de l argent blanchi dans l économie  de sorte qu il devient difficile de distinguer entre ces fonds et ceux provenant de sources légitimes    La FNAI a pointé du doigt des promoteurs immobiliers dans les opérations de blanchiment  Sont ils les seuls à mettre en cause   Je dirais que le cas sous entendu dans les déclarations de la FNAI reste marginal et ne peut en aucun cas englober toute une corporation qui souffre elle même de la lourdeur de la loi 11 04 sur la promotion immobilière  Les promoteurs immobiliers doivent être le maillon fort de la lutte antiblanchiment  De même que l immobilier permet de blanchir rapidement de grosses sommes d argent  s agissant d investissements de grande valeur et à forte rentabilité  mais dans le sens de l achat de biens immobiliers et non pas de l investissement dans la construction  Les sommes drainées par un trafic de drogue  de contrebande ou de vol sont colossales et investir dans la construction de promotions immobilières ne peut pas blanchir cette masse d argent  Il est plus facile et plus rapide d acheter des immeubles de luxe pour blanchir son argent que de se lancer dans un investissement sur plusieurs années  avec une comptabilité rigoureuse et des impôts importants à payer  Tout cela pour dire qu acheter un bien immobilier est un moyen rapide et simple pour blanchir un argent sale  Réduire l utilisation du cash  voire le supprimer est la meilleure solution pour lutter et réduire le risque de blanchiment des capitaux et  par ricochet  le financement du terrorisme  Il est très difficile de lutter contre le blanchiment d argent et le financement du terrorisme  si votre économie est basée à 80  sur le cash    L Etat  à travers ses différents démembrements  administration communale  de la wilaya  banques  etc    est remis en cause  L affaire de Kamel  El Bouchi  met à nu les pratiques de complaisance au bénéfice de ce promoteur  Quelle est l ampleur du phénomène   A ce jour  l affaire  ou plutôt les affaires dans lesquelles est impliqué Kamel  El Bouchi  sont en cours d instruction  personne ne peut avancer des conclusions sur ces affaires  S agissant des pratiques de complaisance de certains responsables de l administration  il n y a nul besoin de Kamel  El Bouchi  pour faire ce lien  Le classement de notre pays dans le baromètre mondial de la corruption en 2017   où l Algérie a occupé le 112e rang sur 180 pays   est à lui seul révélateur de l importance que ce phénomène a pris ces dernières années      Pourtant des mécanismes juridiques ont été promulgués pour lutter contre le blanchiment  entre autres dans l immobilier  Qu est ce qui empêcherait qu ils soient efficaces   Certes  la loi 05 01 relative à la lutte contre le blanchiment d argent et le financement du terrorisme a inclus  outre les institutions financières  les entreprises et professions non financières  notamment les professions libérales réglementées et plus particulièrement les avocats  lorsque ceux ci font des transactions à caractère financier au profit de leurs clients  les notaires  les huissiers  les commissaires priseurs  les experts comptables  les courtiers  etc  Au regard de la loi sur la lutte contre le blanchiment d argent et le financement du terrorisme  les professionnels de l immobilier  à l instar des banques  sont soumis à des obligations de vigilance et de déclaration de tout élément douteux  Toutefois  cette législation est très méconnue par les agents et promoteurs immobiliers  Pour preuve et selon les statistiques de la CTRF  aucun professionnel de l immobilier n a envoyé de déclaration de soupçon à la cellule en 2017  A ma connaissance  aucune agence immobilière n a de système KYC  Know Your Custumer   pour connaître sa clientèle et archiver ses informations pendant la durée réglementaire  Aucune ne filtre ses clients et relations commerciales par rapport à la liste des terroristes des Nations unies  pourtant c est une obligation de la loi  C est presque le même constat pour les promotions immobilières  Les notaires utilisent ils un système informatique pour vérifier si leur clientèle est présente ou non sur la liste des terroristes des Nations unies   A ma connaissance non  Ce non respect découle d une part d une méconnaissance des obligations de chacun dans le domaine de la lutte contre le blanchiment des capitaux et le financement du terrorisme et surtout de l absence d un organe de contrôle  En effet  si les banques et les institutions financières sont inspectées par la Banque d Algérie pour le respect de ladite législation et des moyens déployés par ces derniers  aucune autorité n existe pour contrôler les professionnels de l immobilier    Justement  que proposez vous pour sensibiliser les professionnels que vous citez   Pour notre part  et outre l organisation par www   de journées de sensibilisation sur ce thème  notre site propose un outil de recherche des terroristes très performant     que nous avons présenté à la CTRF  aux notaires  agences immobilières et promoteurs immobiliers  Ce système de recherche est très simple d utilisation  il va chercher dans la liste de la CTRF  liste des Nations unies   SDN et Europe le nom de la relation et affiche le détail des informations du présumé terroriste le cas échéant  Toutes les recherches effectuées par le professionnel de l immobilier sont archivées dans la base de données et constituent une preuve de la bonne exécution de l obligation  Il est également nécessaire et urgent de mettre en place une autorité centrale chargée de faire respecter les dispositions légales et réglementaires par les professionnels de l immobilier et d implémenter les mécanismes inhérents à la lutte contre le blanchiment de capitaux et le financement du terrorisme dans le secteur de l immobilier  Les agences et les promoteurs immobiliers doivent jouer un rôle important dans la lutte implacable que mène le pays contre le financement du terrorisme  ainsi que dans la protection et la préservation de l économie nationale contre le fléau du blanchiment de capitaux  qui doit être perçu comme étant un devoir patriotique  outre son aspect légal  Pour notre part  la solution informatique de Lkeria  orientée à la lutte contre le financement du terrorisme  constitue une contribution pour renforcer l efficacité de la lutte contre le blanchiment d argent et le financement du terrorisme dans notre pays ","immobilier"
"Suivi des chantiers immobiliers par satellite",2018-07-27,"Rédaction Lkeria","En orbite depuis septembre 2016 le satellite Alsat 2B et son prédécesseur Alsat 2A fourniront des images de suivi pour le compte du ministère de l habitat pour le suivi des chantiers lancés dans les 48 wilayas  Un tableau de bord sera disponible au niveau de l habitat avec un ensemble d informations pour chaque projet  Oran  le ministre de l habitat précisait que cet accord nous permettra de suivre les chantiers et cerner les retards de tous les chantiers  mêmes ceux dans l extrême sud  son arrivée à la tête du ministère  Abdelwahid Temmar  introduit des solutions informatiques afin d optimiser la gestion de son secteur ","logement"
"Le marché immobilier en Espagne continue à séduire les étrangers",2018-07-23,"Rédaction Lkeria","En dépit de la reprise de la croissance économique Espagne  les biens immobiliers espagnols demeurent  proposés à des prix très bas  notamment à la Costa Blanca  Les chiffres du 1er trimestre 2017 le confirment bien  Les acquisitions des biens immobiliers effectuées par les étrangers en 2017  Les ressortissants étrangers qui souhaitent acheter un bien immobilier en Espagne sont de plus en plus nombreux  ils ont effectué en 2016 plus de 10  des acquisitions de biens immobiliers en Espagne  taux qui a augmenté durant le premier trimestre 2017 pour atteindre 13 07   Durant l année 2016  les citoyens étrangers ont investis en Espagne un total de 11 5 milliards d euros dans l achat de 74  biens immobiliers  Durant le 1er trimestre 2017  se sont les Britanniques qui arrivent en pôle position représentant 14 47  des nouveaux propriétaires ayant choisi l Espagne pour acquérir une résidence secondaire  Les Français arrivent en 2éme position avec 9 64  des transactions effectuée durant cette période  devançant les allemands  7 65    les belges  6 85    les suédois  6 33    les italiens  6 1    les roumains  5 26   et les chinois  4 28    Les acquéreurs originaires du Maroc a augmenté lui aussi de 3 4  par rapport à 2016  se situant ainsi devant les Algériens qui restent d importants investisseurs dans le marché immobilier espagnol notamment dans la zone Sud Est de l Espagne  avec 1 47  des transactions réalisées par les étrangers  Les régions qui attirent les investisseurs étrangers Selon le Ministère de l Equipement  les régions attirant le plus d étrangers sont Alicante  42 57  des achats immobiliers   les Îles Baléares  35 61    Malaga  34 14   et Girona  Costa Brava  avec 32 71   Les britanniques restent leaders sur les régions de Valence  Murcia  Andalousie et Îles Canaries  alors que les Français sont les étrangers qui achètent le plus de biens immobiliers en Catalogne  25 25  du total des achats par les étrangers   Il est fort probable que la tendance à la hausse de la part des acquéreurs étrangers continue en 2017  Les taux d intérêt et la conjoncture économique favorable en Espagne  qui présente un fort attrait touristique  sont sans doute les meilleurs gages de cette tendance    Les prix de l immobilier en Espagne  Le prix moyen d un mètre carré habitable urbain en Espagne a atteint en 2017 prés de 2 478 09   Le prix minimum étant de 1 450  et le maximum de 4 438  en fonction de la zone et de la ville  Ce prix demeure inférieur de plus de 43  que celui pratiqué en France    Avec 4253  m  Barcelone est la ville avec les prix les plus élevés au m   largement devant Saint Sebastien  3912  m    Madrid  3047  m    Bilbao  2753  m   et Palma de Mayorque  2352  m    La valeur moyenne d acquisition d un logement dans la province d Alicante par la clientèle étrangère est de 134    ce qui la situe derrière les prix des provinces des Baléares  298     Barcelone  215     Madrid  170    et Malaga  205     Les perspectives du marché immobilier en Espagne Selon les agents immobiliers  plus de la moitié des locations arrivant à échéance se transforment par la suite en vente  Les anciens propriétaires  souvent endettés au moment de la crise  souhaitent maintenant récupérer leur mise  Ce qui induit une offre plus importante et donc une tendance de prix à la baisse  L investissement dans l immobilier en Espagne offre un rendement très intéressant  La hausse importante des prix de location   au cours des douze derniers mois  le prix moyen par mètre carré a grimpé en flèche de 19 7  à 9 4 euros  La rentabilité de l investissement immobilier destiné à la location a augmenté de 5 5  à 7 3  en un an  Les prévisions en termes de croissance économique  les taux d intérêts très bas  les prix de l immobilier toujours intéressants  et l intérêt des investisseurs y compris les particuliers étrangers qui viennent acheter en Espagne  expliquent la tendance haussière continue du nombre de transactions   33  entre 2013 et fin 2015   ce qui indique que le marché immobilier espagnol  continuera à séduire les étrangers en  2018    NB   Les chiffres rapportés sont issus des sites de l Institut National de Statistiques d Espagne et du Ministère de l Équipement espagnol    Rédaction du site immobilier www  ","immobilier"
"L'immobilier tunisien en crise, les algériens appelés à la rescousse",2018-07-21,"Lotfi Ramdani","Cette stagnation du marché immobilier tunisien est due d après les experts aux nouvelles procédures financières régissant le secteur  sont les nouvelles dispositions de la loi de finances pour 2018 qui stipule désormais que les ventes de logements promotionnels   seront soumis à une nouvelle TVA de 13   qui sera relevée à 19  à partir du 1er janvier 2020  Ce blocage a obligé les tunisiens  sous la pression de la Chambre syndicale nationale des promoteurs immobiliers  CSNPI   à ouvrir la vente des biens immobiliers aux algériens   Cependant   uniquement les biens immobiliers dont la valeur dépasse les 300 mille dinars  100    sont concernés et le paiement devra se faire en devises  seuil  minimum des biens immobiliers accessibles aux Algériens et aux Libyens est fixé pour ne pas influencer les prix des logements destinés à la classe moyenne tinisienne  algériens seront ils intéressés par le marché immobilier tunisien comme c est le cas pour la marché espagnole avec 1 4  des biens vendus à des étrangers en 2017 ","transaction"
"Un symposium sur l'assurance Takaful",2018-07-19,"Idir Zidane","En plus de traiter de la finance islamique les organisateurs du symposium compte mettre sous les projecteurs l assurance Takaful  une assurance qui répond aux préceptes islamique  selon la même source Rappelons  que lors du lancement de la Ijara Tamlikia par la Cnep Banque la responsable du produit déplorait l absence d une assurance Islamique à l instar du Takaful afin de l intégrer à la Ijara ","aadl"
"les raisons de l'apoce à attaquer en justice l'AADL et l'ENPI",2018-07-18,"Nabil Walid","Lkeria  Pourquoi avoir attendu plus de cinq années pour prendre en charge les problèmes des souscripteurs aadl et lpp Apoce   Nous avons reçu depuis un moment déjà plusieurs plainte individuelle  nous ne pensions que nous avions aucune chance de gagner une institution public si on choisissez la voix des tribunaux   Pourquoi vous compter déposer plainte aujourdhui Apoce   Nous avons esté en justice Algrie Télecom  et nous avons gagné  Certainement AT peut faire appelle du jugement au niveau de la Cours  mais nous avons gagné une bataille contre un établissement public  C est cette affaire qui nous a donné le courage de préparer la plainte contre L AADL et l ENPI  d autant plus que le nombre de consommateurs concernés par ces deux formules public de logement avoisine le million    Certains pensent que c est les malfaçon médiatisées récemment  qui sont à l origine de votre initiative Apoce  Pas du tout  dans cette démarche nous voulons toucher aux problèmes transverses qui touchent le maximum de souscripteur  On exige un contrat en bonne et due forme pour tous  l annulation des pénalités de désistement  l instauration de pénalité de retard à l encontre du promoteurs public etc  élément déclencheur a été le jugement en notre faveur dans l affaire Algérie Télecom    Votre initiative a t elle connu un engouement des concernés Beaucoup de consommateurs nous ont contacté  nous avons pu avoir avec nous plus de 20 associations AADL de différentes wilaya et l opération de recensement  est toujours en cours ","aadl"
"Annulation transfert terrains agricoles vers l'industriel qu'en pensent les experts?",2018-07-17,"Lotfi Ramdani","L expert immobilier  Abderrahmen Benyamina  nous déclare que  Chaque projet de transfert d une terre agricole se repose sur deux points  Le premier point et technique et le deuxième est une procédure réglementaire   L expert explique le premier point technique  c est l étude pédologique du terrain qui va déterminer le potentiel agricole de cette terre    La réglementation en vigueur permet à l état de transférer une terre agricole si son potentiel est faible selon une procédure bien définit  Benyamina poursuit  Le ministère de l urbanisme et celui de l agriculture doivent motiver se transfert  si le potentiel de la terre est faible  au près du premier ministre    Si le premier ministère donne son accord  le transfert se fait selon les lois de la république  à la polémique soulevée par l affaire d Oran et l annulation de la distraction par le Président de la République  le premier ministre a décrété dans le dernier JO que la déclaration d utilité publique de la zone industrielle de Boukadir dans la wilaya de Chlef et des zones industrielles de Draâ el Mizan et Tizi Ghenif dans la wilaya de Tizi Ouzou  est annulée et devient sans effet  Cette annulation d utilité publique rend l expropriation impossible  Ce qui le confirme l article 3 du décret 18 169 du même numéro du Journal Officiel ","urbanisme"
"7000 logements public locatif LPL programmé d'ici fin 2018",2018-07-17,"Rédaction Lkeria","La distribution des 7000 unités sera scinder en deux phase programmées durant les 5 mois restants de l année 2018  Les nouveaux logements sociaux sont destinés au relogement des bidons villes de Gué de Constantine  au site de La Concorde  El Wiam  de où plusieurs familles squattent le parc de l APC","social"
"L'apoce n'exclut pas une solution à l'amiable",2018-07-17,"Lotfi Ramdani","Contacté par Lkeria   le président de l Apoce  Monsieur Mostapha Zebdi  n exclut pas une solution à l amiable  Nous avons donné le go à notre service juridique pour préparer la plainte contre l enpi et l aadl suite aux nombreuses plaintes que nous avons reçu par le passé  mais si une solution à l amiable est trouvé avec ces deux entreprises publiques ont est à l écoute   association semble ne pas chercher la confrontation plus qu elle veut trouver une solutions aux problématiques remontées par les souscripteurs  Une réunion entre cette dernière et les responsables AADL et ENPI pourrait mettre fin à une procédure qui s annonce longue ","aadl"
"L'apoce publie le formulaire de plainte pour l'AADL",2018-07-14,"Walid Nsaibia","Le formulaire électronique est destiné à la communication des informations relatives à la souscription dans les programmes AADL 1 et 2 et cela  afin de contribuer dans la constitution du dossier judiciaire à préparer par l Organisation Algérienne pour la Protection et l Orientation du Consommateur et de son Environnement APOCE  précise le document google doc  informations demandés aux souscripteurs AADL en plus de leurs informations personnelles sont   les dates de paiements des différentes tranches  le montant des tranches  le site aadl choisie par le souscripteur  si ce choix a été respecté par l AADL  autres questions sont posée comme  L AADL vous a t elle communiqué les délais de livraison  êtes vous informé du prix de vente  ce dernier a t il changé avant la livraison du logement     formulaire est disponible ici  ","aadl"
"L'apoce compte déposer plainte contre l'AADL et l'ENPI",2018-07-13,"Lotfi Ramdani","Dans une première en Algérie  l Apoce  l une des associations de protection des consommateurs les plus influentes en Algérie a décidé de déposer plainte contre les deux promoteurs immobiliers public AADL et ENPI  Selon le communiqué de l association les plaintes concernent  La mise en place de contrats individuels respectant les formes réglementaires et la suppression de toutes les clauses abusives  à l instar de l instauration d un dédommagement des souscripteurs dans le cas d un retard de livraison  et le paiement d une taxe suite à une demande de désistement     Selon Mostafa Zebdi  Président de l apoce   Un formulaire électronique sera mis en place pour chaque formule de logement afin de permettre à l association de comprendre toutes les plaintes  et lancer la procédure judiciaire    malfaçons constatées dans des programmes publics  à Batna et Mostaganem  seront elles traités par l Apoce  Nous n avons pas pu contacter le président de l apoce pour avoir plus d informations ","aadl"
"Les militaires ont-ils un quota de logement spécial?",2018-07-13,"Rédaction Lkeria","Dans sa réponse à une question orale d un député de la mouvance islamique  Youcef Adjissa  Le ministre de l habitat  de la ville et de l urbanisme  précisait que les deux corps sécuritaire ont un quota étudié et qu ils sont acceptés selon les même conditions que tous les souscripteurs de la formule location vente  notamment en matière de priorité  qui est basée sur l ordre chronologique d inscription pour tout le monde  déclarations viennent quelques jours après la distribution par le ministre de l habitat le Général Major Hamdani de 2000 logements publics toutes formulesconfondus pour les militaires actifs et retraités des wilayas d Annaba et El Tarf ","logement"
"Apoce : Lppistes manifestez-vous",2018-07-13,"Rédaction Lkeria","On peut lire sur le document google  Le formulaire électronique de l APOCE est destiné à la communication des informations relatives à la souscription dans les programmes des Logements Promotionnels Publics  LPP  et cela  afin de contribuer dans la constitution du dossier judiciaire à préparer par l Organisation Algérienne pour la Protection et l Orientation du Consommateur et de son Environnement APOCE  L association explique le but   de cette action judiciaire étant de voir condamner l ENPI  Entreprise Nationale de Promotion Immobilière  à remettre à chaque souscripteur un contrat en bonne et due forme portant l ensemble des éléments essentiels du contrat  le prix  le site  les conditions  les délais de livraison  le droit à l indemnisation pour les dommages occasionnées par le retard      Cependant  les informations collectés resteront confidentielles  L Organisation APOCE s engage à préserver le caractère confidentiel et privé des informations et pièces communiquées et à tenir le souscripteur informé des évolutions du dossier  que ce soit par courrier électronique et via sa page facebook officielle  le souci de présenter un dossier acceptable et consistant  nous vous prions de veiller à ce que les informations communiquées soient correctes et certaines et de scanner les documents convenablement et lisible  Voici le lien du formulaire   qu après avoir reçu de centaines de plaintes des souscripteurs au programme LPP  l Association de Protection des Consommateur APOCE a donné l ordre à son service juridique de ester en justice l enpi ","lpp"
